CraftID	RecipeID	ProfessionID	ProfessionLevel	BranchID	ReputationID	nReputationLevel	nPrice
0	0	0	0	0	0	0	0
4	1	4	10				940
4	2	4	10				750
4	3	4	10				380
4	5	4	12				670
4	7	4	14				1170
4	12	4	14				2340
4	13	4	16				1780
4	14	4	18				4630
4	15	4	18				2320
4	16	4	18				2320
4	17	4	18				2320
4	18	4	18				2320
4	19	4	18				2320
4	26	4	20				3890
4	27	4	22				7780
4	28	4	24				4970
4	29	4	26				11570
4	30	4	28				7140
4	38	4	30				17800
4	39	4	30				8900
4	45	4	32				10120
4	46	4	34				22810
4	47	4	36				12820
4	53	4	42				17870
4	55	4	46				44020
4	56	4	46				22010
4	57	4	46				22010
4	58	4	46				22010
4	59	4	48				24350
4	69	4	50				53870
4	70	4	52				61250
4	73	4	56				79280
4	74	4	58				44520
4	75	4	60				98590
4	88	4	70				77200
4	94	4	70	0		0	154410
4	95	4	70	0		0	77200
4	96	4	70				77200
4	97	4	52	0		0	30620
4	98	4	62	0		0	54760
4	99	4	64	0		0	60560
4	100	4	64	0		0	60560
4	101	4	66	0		0	66710
4	102	4	66	0		0	66710
4	103	4	68	0		0	73700
4	104	4	68	0		0	73700
4	105	4	68	0		0	73700
4	106	4	68	0		0	73700
4	107	4	68	0		0	73700
4	126	4	70	0	0	0	77200
4	127	4	70				77200
4	128	4	70				77200
4	129	4	72				114870
4	130	4	72				114870
4	131	4	74				125260
4	132	4	74				125260
4	133	4	76				137580
4	134	4	76				137580
4	135	4	76				137580
4	136	4	76				137580
4	137	4	78				149960
4	138	4	78				149960
4	139	4	78				149960
4	140	4	80				163440
4	141	4	80				163440
4	142	4	80				163440
4	185	4	80	0	0	0	163440
4	186	4	38	0	0	0	28790
4	187	4	42	0	0	0	35740
4	188	4	74	0	0	0	250520
4	189	4	78	0	0	0	299920
4	190	4	80	0	0	0	490330
4	191	4	80	0	0	0	490330
4	192	4	80	0	0	0	490330
4	193	4	80	0	0	0	490330
4	194	4	80	0	0	0	326880
4	199	4	80	0	0	0	490330
4	200	4	80	0	0	0	490330
4	201	4	80	0	0	0	490330
4	202	4	80	0	0	0	490330
4	207	4	80	0	0	0	408610
4	208	4	80	0	0	0	408610
4	209	4	82	0	0	0	435140
4	210	4	84	0	0	0	464950
4	211	4	86	0	0	0	494760
4	212	4	88	0	0	0	524570
4	213	4	90	0	0	0	665260
4	214	4	90	0	0	0	665260
4	215	4	90	0	0	0	665260
4	216	4	90	0	0	0	665260
4	217	4	90	0	0	0	665260
4	231	4	90	0	0	0	776140
4	232	4	90	0	0	0	776140
4	233	4	90	0	0	0	776140
4	234	4	90	0	0	0	776140
4	235	4	90	0	0	0	776140
4	236	4	90	0	0	0	776140
4	262	4	91	0	0	0	776140
4	263	4	92	0	0	0	776140
4	264	4	92	0	0	0	776140
4	265	4	93	0	0	0	776140
4	266	4	93	0	0	0	776140
4	267	4	94	0	0	0	776140
4	268	4	94	0	0	0	776140
4	281	4	95	0	0	0	776140
4	282	4	95	0	0	0	776140
4	283	4	95	0	0	0	776140
4	284	4	95	0	0	0	776140
4	285	4	95	0	0	0	776140
4	286	4	95	0	0	0	776140
4	287	4	95	0	0	0	776140
4	314	4	95	0	0	0	776140

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
