ID	Name
0	
1	果子狸
2	aitCritter
3	受伤的灰狼
4	小野猪
5	aitMonk
6	灰狼
7	黑野猪
8	小毛贼
9	流氓
10	稻香分舵护寨贼
11	稻香分舵游击山贼
12	野林巡逻贼
13	董虎
14	混混
15	二流杀手
16	路霸
17	陈定善
18	稻山野猪
19	梯田恶汉
20	郁闷的小混混
21	紫薇岗猛虎
22	张大眼
23	王大石
24	王富
25	李复
26	莫雨
27	余半仙
28	王婆婆
29	张强
30	张忠
31	陈商
32	毛毛
33	小男孩
34	小女孩
35	徐嫂
36	刘洋
37	春兰
38	刘大海
39	陈刚
40	梁师农
41	受伤的村民
42	村姑
43	老翁
44	民兵
45	农夫
46	阿文
47	水牛
48	黄牛
50	大黄
51	伤员甲
57	朴宗资
58	小白
59	小花
60	木桩
61	王四
62	咸鱼
63	织女
64	纺车
65	王三
66	王二
67	火
68	民兵守卫
69	阿武
70	李东流
71	薛壁
72	罗霄虎
73	罗文龙
74	宇晴
75	柳乐池
76	赵叔源
77	裴元
78	阿布
79	刘妈
80	王知味
81	老渔翁
82	余贤真
83	方洛
84	葛晚星
85	陆市
86	云西
87	司徒一一
88	牛星罗
89	冉间选
90	苏雨鸾
91	颜真卿
92	林白轩
93	菱角
94	万松谦
95	瑞笛
96	僧一行
97	乌有先生
98	子虚道人
99	孙思邈
100	逸尘
101	阿麻吕
102	苏难行
103	冯贞儿
104	白术
105	丁菊
106	白颖川
107	清风
108	明月
109	防风
110	丁弃羽
111	易晖
112	陆星
113	吴岱
114	朦胧子
115	白淳
116	酒中仙
117	胡长吟
118	杨卜
119	灵猴
120	花猴
121	万花麋鹿
122	万花仙鹿
123	生病的麋鹿
124	中毒的仙鹿
125	晴狼
126	夜狼
127	飞猿
128	啸猿
129	揽星龟
130	隐月龟
131	千年龙龟
132	星潭鳄
133	月湖鳄
134	虚子鳄
135	蓬莱密客
136	蓬莱密使
137	蓬莱青女
138	蓬莱紫女
139	哑仆
140	残暴的聋哑人
141	方仲归
142	傀儡铁颅
143	炽焰铁颅
144	上古甲兽
145	龙骨甲兽
146	迦罗甲士
147	修罗甲士
148	暗部下忍
149	炎部下忍
150	哑仆
151	九色鹿
152	忍蛰龟
153	方诗玉
154	花铁颅
155	影猴
156	炽热铁颅
157	捕获的灵猴
158	野鹿
159	王伯
160	案台
161	混沌铁颅
162	愤怒的聋哑人
163	小鹿
164	神秘客
165	阿甘
166	尚贤弟子
167	尚贤弟子
168	司徒弟子
169	阿本
170	阿草
171	阿纲
172	阿目
173	施伦
174	雪卿
175	童女
176	万花仙鹿
177	文西
178	曲风
179	徐书
180	案台
181	茶童
182	白雅元
183	柳书萍
184	周儒
185	宋歌生
186	王琦
187	蜀国银甲兵
188	魏国金甲兵
189	水苏
190	王远海
191	许楷龙
192	骁果营禁卫军
193	骁果营禁卫统领
194	骁果营军犬
195	骁果营恶狼
196	骁果营禁军队正
