Index	Radius	Angel
1	255	-0
2	161.00311279296875	3.1353814601898193
3	231.45841979980469	2.8704144954681396
4	232.27999877929687	-2.8579707145690918
5	113.99122619628906	-0.58556950092315674
6	61.008197784423828	-1.5871882438659668
7	115.66330718994141	-2.565579891204834
8	194.00257873535156	-0.17616517841815948
9	1.4142135381698608	0.78539818525314331
10	195.16403198242187	0.18031179904937744
11	114.54693603515625	0.59284520149230957
12	65	1.5707963705062866
13	116.49892425537109	2.5393052101135254

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
