CraftID	RecipeID	ProfessionID	ProfessionLevel	BranchID	ReputationID	nReputationLevel	nPrice
0	0	0	0	0	0	0	0
6	1	6	10				380
6	3	6	10				380
6	5	6	12				670
6	9	6	12				670
6	12	6	14				1170
6	13	6	14				1170
6	15	6	16				1780
6	19	6	16				1780
6	20	6	16				1780
6	21	6	16				1780
6	22	6	18				2320
6	23	6	20				3020
6	24	6	20				3020
6	26	6	20				3020
6	29	6	22				3890
6	31	6	24				4970
6	35	6	22				4970
6	40	6	26				5790
6	41	6	28				7140
6	45	6	30				17800
6	46	6	30				8900
6	50	6	32				10120
6	51	6	32				10120
6	52	6	32				10120
6	53	6	34				11400
6	55	6	34				11400
6	56	6	34				11400
6	58	6	36				12820
6	59	6	36				12820
6	60	6	38				14400
6	61	6	38				14400
6	64	6	40				16140
6	68	6	40				16140
6	71	6	42				17870
6	72	6	42				17870
6	73	6	42				17870
6	76	6	44				19890
6	79	6	46				22010
6	80	6	46				22010
6	82	6	48				24350
6	88	6	50				26930
6	89	6	50				26930
6	91	6	50				26930
6	92	6	50				26930
6	96	6	56				30620
6	99	6	52	0			30620
6	101	6	52	0			30620
6	103	6	52	0			30620
6	104	6	52				30620
6	105	6	52				30620
6	111	6	54				34930
6	112	6	54				34930
6	117	6	56	0			39640
6	118	6	56				39640
6	119	6	56				39640
6	120	6	58				44520
6	122	6	58				44520
6	127	6	60				49290
6	128	6	60				49290
6	129	6	60				49290
6	130	6	60	0			49290
6	131	6	60	0			49290
6	132	6	60	0			49290
6	135	6	60				49290
6	136	6	52				49290
6	143	6	62				54760
6	144	6	62				54760
6	150	6	64				60560
6	151	6	64				60560
6	152	6	64				60560
6	153	6	64				60560
6	154	6	64				60560
6	159	6	66				66710
6	160	6	66				66710
6	168	6	68				73710
6	170	6	68				73710
6	171	6	68				73710
6	172	6	70				77200
6	180	6	70	0			270210
6	181	6	70	0			270210
6	182	6	70	0			270210
6	183	6	70	0			270210
6	184	6	70	0			270210
6	187	6	70	0			270210
6	188	6	70	0			270210
6	189	6	70	0			270210
6	190	6	70	0			270210
6	232	6	58				44520
6	233	6	60				49290
6	237	6	66	0			66710
6	238	6	66	0			66710
6	239	6	68				73710
6	240	6	70	0			77200
6	241	6	70	0			77200
6	242	6	70	0			270210
6	252	6	30				8900
6	253	6	50				26930
6	254	6	30				8900
6	255	6	30				8900
6	257	6	50				26930
6	258	6	50				26930
6	268	6	10				380
6	269	6	30	0			11400
6	270	6	50				26930
6	274	6	70				77200
6	275	6	70				77200
6	278	6	70				77200
6	279	6	70				77200
6	280	6	70				77200
6	281	6	70				77200
6	282	6	70				77200
6	283	6	70				77200
6	284	6	70				77200
6	285	6	70				77200
6	287	6	70				77200
6	288	6	70				77200
6	289	6	70				77200
6	290	6	70				77200
6	291	6	70				77200
6	292	6	70				77200
6	305	6	70				77200
6	306	6	70				77200
6	307	6	70	0			270210
6	308	6	70	0			270210
6	313	6	34	0			11400
6	314	6	54	0			77200
6	320	6	70	0			231610
6	321	6	70	0			231610
6	326	6	70				77200
6	327	6	75				77200
6	328	6	76				137580
6	329	6	70				77200
6	330	6	70				77200
6	335	6	72				114870
6	336	6	74				125260
6	337	6	76				137580
6	338	6	78				149960
6	339	6	80				163440
6	340	6	72				114870
6	341	6	74				125260
6	342	6	76				137580
6	343	6	78				149960
6	344	6	80				163440
6	345	6	72				114870
6	346	6	74				125260
6	347	6	76				137580
6	348	6	78				149960
6	349	6	80				163440
6	350	6	72				114870
6	351	6	74				125260
6	352	6	76				137580
6	353	6	78				149960
6	354	6	80				163440
6	355	6	72				114870
