CraftID	RecipeID	ProfessionID	ProfessionLevel	BranchID	ReputationID	nReputationLevel	nPrice
0	0	0	0	0	0	0	0
5	1	5	10				380
5	2	5	10				380
5	3	5	10				380
5	7	5	12				670
5	8	5	12				670
5	9	5	14				1170
5	10	5	14				2920
5	13	5	16				1780
5	18	5	16				1780
5	19	5	18				2320
5	20	5	18				2320
5	23	5	20				3020
5	25	5	22				3890
5	28	5	24				4970
5	29	5	26				5790
5	33	5	28				7140
5	34	5	28				7140
5	37	5	32				10120
5	38	5	32				10120
5	39	5	32				10120
5	41	5	34				11400
5	42	5	34				11400
5	45	5	36				12820
5	46	5	36				12820
5	47	5	38				14400
5	58	5	40				16140
5	59	5	40				16140
5	60	5	42				17870
5	61	5	42				17870
5	62	5	44				19890
5	65	5	46				22010
5	66	5	46				22010
5	68	5	48				24350
5	69	5	48				24350
5	70	5	48				24350
5	88	5	50				26930
5	89	5	50				26930
5	94	5	52				30620
5	95	5	52				30620
5	98	5	54				34930
5	99	5	54				34930
5	105	5	56				39640
5	106	5	56				39640
5	107	5	56				39640
5	108	5	56				39640
5	117	5	58				44520
5	118	5	58				44520
5	119	5	58				44520
5	136	5	60				49290
5	137	5	60				49290
5	138	5	60				49290
5	148	5	62				54760
5	149	5	62				54760
5	150	5	62				54760
5	151	5	62				54760
5	152	5	62				54760
5	163	5	64				60560
5	167	5	66				66710
5	168	5	66				66710
5	169	5	66				66710
5	170	5	66				66710
5	178	5	68				73710
5	179	5	68				73710
5	182	5	68				257990
5	185	5	70				270210
5	186	5	70				270210
5	187	5	70				270210
5	192	5	70				77200
5	193	5	70				77200
5	195	5	70				77200
5	196	5	70				270210
5	234	5	70				77200
5	237	5	70				270210
5	238	5	70				270210
5	239	5	70				270210
5	240	5	70				270210
5	241	5	70				270210
5	242	5	70				270210
5	281	5	52	0			30620
5	282	5	52	0			30620
5	283	5	52	0			30620
5	284	5	52	0			39640
5	285	5	52	0			30620
5	286	5	52	0			30620
5	309	5	56	0			39640
5	312	5	56	0			39640
5	313	5	56	0			39640
5	316	5	58	0			39640
5	342	5	62	0			54760
5	345	5	62	0			54760
5	353	5	64	0			60560
